rodada,ano,mandante,visitante,vencedor,mandante_Placar,visitante_Placar
11,2016,Sport,Chapecoense,Sport,5,1
12,2016,Vitoria,Sport,Vitoria,3,2
12,2016,Flamengo,Internacional,Flamengo,1,0
12,2016,Gremio,Santos,Gremio,3,2
12,2016,Coritiba,Athletico-PR,Coritiba,1,0
12,2016,Chapecoense,Cruzeiro,Chapecoense,3,2
12,2016,America-MG,Corinthians,Corinthians,0,2
12,2016,Sao Paulo,Fluminense,Sao Paulo,2,1
12,2016,Palmeiras,Figueirense,Palmeiras,4,0
12,2016,Santa Cruz,Ponte Preta,Ponte Preta,0,3
12,2016,Atletico-MG,Botafogo-RJ,Atletico-MG,5,3
13,2016,Fluminense,Coritiba,-,0,0
13,2016,Athletico-PR,America-MG,Athletico-PR,1,0
13,2016,Cruzeiro,Vitoria,-,2,2
13,2016,Internacional,Gremio,Gremio,0,1
13,2016,Corinthians,Flamengo,Corinthians,4,0
13,2016,Santos,Chapecoense,Santos,3,0
13,2016,Ponte Preta,Sao Paulo,Ponte Preta,1,0
13,2016,Botafogo-RJ,Santa Cruz,Botafogo-RJ,2,1
13,2016,Figueirense,Atletico-MG,-,1,1
13,2016,Sport,Palmeiras,Palmeiras,1,3
14,2016,Chapecoense,Corinthians,Corinthians,0,2
14,2016,Coritiba,Botafogo-RJ,-,0,0
14,2016,Ponte Preta,Sport,Ponte Preta,2,1
14,2016,Gremio,Figueirense,Gremio,2,1
14,2016,Flamengo,Atletico-MG,Flamengo,2,0
14,2016,Sao Paulo,America-MG,Sao Paulo,3,0
14,2016,Santa Cruz,Internacional,Santa Cruz,1,0
14,2016,Vitoria,Fluminense,-,0,0
14,2016,Cruzeiro,Athletico-PR,Athletico-PR,0,3
14,2016,Palmeiras,Santos,-,1,1
15,2016,Botafogo-RJ,Flamengo,-,3,3
15,2016,Santos,Ponte Preta,Santos,3,1
15,2016,America-MG,Santa Cruz,Santa Cruz,0,3
15,2016,Figueirense,Chapecoense,-,1,1
15,2016,Fluminense,Cruzeiro,Fluminense,2,0
15,2016,Corinthians,Sao Paulo,-,1,1
15,2016,Internacional,Palmeiras,Palmeiras,0,1
15,2016,Athletico-PR,Vitoria,-,1,1
15,2016,Sport,Gremio,Sport,4,2
15,2016,Atletico-MG,Coritiba,Atletico-MG,2,1
16,2016,Corinthians,Figueirense,-,1,1
16,2016,Santa Cruz,Coritiba,Coritiba,0,1
16,2016,Palmeiras,Atletico-MG,Atletico-MG,0,1
16,2016,Ponte Preta,Internacional,-,2,2
16,2016,Chapecoense,Botafogo-RJ,Chapecoense,2,1
16,2016,Gremio,Sao Paulo,Gremio,1,0
16,2016,Cruzeiro,Sport,Sport,1,2
16,2016,Athletico-PR,Fluminense,Athletico-PR,1,0
16,2016,Vitoria,Santos,Santos,2,3
16,2016,Flamengo,America-MG,Flamengo,2,1
17,2016,Figueirense,Vitoria,Figueirense,1,0
17,2016,Sport,Athletico-PR,Sport,2,0
17,2016,Atletico-MG,Santa Cruz,Atletico-MG,3,0
17,2016,Fluminense,Ponte Preta,Fluminense,3,0
17,2016,Sao Paulo,Chapecoense,-,2,2
17,2016,Coritiba,Flamengo,Flamengo,0,2
17,2016,Internacional,Corinthians,Corinthians,0,1
17,2016,Santos,Cruzeiro,Santos,2,0
17,2016,Botafogo-RJ,Palmeiras,Botafogo-RJ,3,1
17,2016,America-MG,Gremio,-,0,0
18,2016,Vitoria,Coritiba,Vitoria,3,1
18,2016,Sport,America-MG,-,1,1
18,2016,Santos,Flamengo,-,0,0
18,2016,Athletico-PR,Corinthians,Athletico-PR,2,0
18,2016,Ponte Preta,Botafogo-RJ,Ponte Preta,2,0
18,2016,Gremio,Santa Cruz,-,0,0
18,2016,Sao Paulo,Atletico-MG,Atletico-MG,1,2
18,2016,Cruzeiro,Internacional,Cruzeiro,4,2
18,2016,Chapecoense,Palmeiras,-,1,1
19,2016,Flamengo,Athletico-PR,Flamengo,1,0
19,2016,America-MG,Santos,America-MG,1,0
19,2016,Palmeiras,Vitoria,Palmeiras,2,1
19,2016,Coritiba,Ponte Preta,Coritiba,3,1
19,2016,Santa Cruz,Sao Paulo,Sao Paulo,1,2
19,2016,Internacional,Fluminense,-,2,2
19,2016,Figueirense,Sport,-,1,1
19,2016,Atletico-MG,Chapecoense,Atletico-MG,3,1
19,2016,Corinthians,Cruzeiro,-,1,1
20,2016,Sport,Flamengo,Sport,1,0
20,2016,Ponte Preta,Figueirense,Ponte Preta,2,0
20,2016,Fluminense,America-MG,Fluminense,1,0
20,2016,Gremio,Corinthians,Gremio,3,0
20,2016,Vitoria,Santa Cruz,-,2,2
20,2016,Cruzeiro,Coritiba,-,2,2
20,2016,Santos,Atletico-MG,Santos,3,0
20,2016,Sao Paulo,Botafogo-RJ,Botafogo-RJ,0,1
20,2016,Athletico-PR,Palmeiras,Palmeiras,0,1
20,2016,Chapecoense,Internacional,Chapecoense,1,0
21,2016,America-MG,Chapecoense,Chapecoense,1,2
21,2016,Botafogo-RJ,Sport,Botafogo-RJ,3,0
21,2016,Atletico-MG,Athletico-PR,Atletico-MG,1,0
21,2016,Flamengo,Gremio,Flamengo,2,1
21,2016,Palmeiras,Ponte Preta,-,2,2
21,2016,Santa Cruz,Fluminense,Fluminense,0,1
21,2016,Internacional,Sao Paulo,-,1,1
21,2016,Coritiba,Santos,Coritiba,2,1
21,2016,Figueirense,Cruzeiro,Cruzeiro,1,2
21,2016,Corinthians,Vitoria,Corinthians,2,1
22,2016,Ponte Preta,Corinthians,Ponte Preta,2,0
22,2016,Santos,Figueirense,Figueirense,0,1
22,2016,Cruzeiro,Santa Cruz,Cruzeiro,2,0
22,2016,Gremio,Atletico-MG,-,1,1
22,2016,Fluminense,Palmeiras,Palmeiras,0,2
22,2016,Sao Paulo,Coritiba,-,0,0
22,2016,Chapecoense,Flamengo,Flamengo,1,3
22,2016,Sport,Internacional,-,1,1
22,2016,Vitoria,America-MG,Vitoria,2,1
22,2016,Athletico-PR,Botafogo-RJ,Athletico-PR,1,0
18,2016,Fluminense,Figueirense,Fluminense,3,2
19,2016,Botafogo-RJ,Gremio,Botafogo-RJ,2,1
23,2016,Santa Cruz,Chapecoense,-,2,2
23,2016,Botafogo-RJ,Fluminense,Botafogo-RJ,1,0
23,2016,Figueirense,Athletico-PR,Figueirense,1,0
23,2016,Atletico-MG,Vitoria,Atletico-MG,2,1
23,2016,Palmeiras,Sao Paulo,Palmeiras,2,1
23,2016,Coritiba,Gremio,Coritiba,4,0
23,2016,Flamengo,Ponte Preta,Flamengo,2,1
23,2016,Corinthians,Sport,Corinthians,3,0
23,2016,America-MG,Cruzeiro,Cruzeiro,0,2
23,2016,Internacional,Santos,Internacional,2,1
24,2016,Vitoria,Flamengo,Flamengo,1,2
24,2016,Sao Paulo,Figueirense,Sao Paulo,3,1
24,2016,Chapecoense,Coritiba,Chapecoense,1,0
24,2016,Cruzeiro,Botafogo-RJ,Botafogo-RJ,0,2
24,2016,Athletico-PR,Internacional,Athletico-PR,2,1
24,2016,Sport,Santa Cruz,Sport,5,3
24,2016,Santos,Corinthians,Santos,2,1
24,2016,Gremio,Palmeiras,-,0,0
24,2016,Ponte Preta,America-MG,-,1,1
24,2016,Fluminense,Atletico-MG,Fluminense,4,2
25,2016,Botafogo-RJ,Santos,Santos,0,1
25,2016,Figueirense,America-MG,-,2,2
25,2016,Santa Cruz,Athletico-PR,Santa Cruz,1,0
25,2016,Ponte Preta,Gremio,Ponte Preta,3,0
25,2016,Coritiba,Corinthians,-,1,1
25,2016,Palmeiras,Flamengo,-,1,1
25,2016,Fluminense,Chapecoense,Chapecoense,1,2
25,2016,Atletico-MG,Sport,Atletico-MG,1,0
25,2016,Internacional,Vitoria,Vitoria,0,1
25,2016,Sao Paulo,Cruzeiro,Sao Paulo,1,0
26,2016,Corinthians,Palmeiras,Palmeiras,0,2
26,2016,Flamengo,Figueirense,Flamengo,2,0
26,2016,Cruzeiro,Atletico-MG,-,1,1
26,2016,Gremio,Fluminense,Fluminense,0,1
26,2016,Athletico-PR,Sao Paulo,Athletico-PR,1,0
26,2016,Sport,Coritiba,Coritiba,0,1
26,2016,Chapecoense,Ponte Preta,-,2,2
26,2016,Santos,Santa Cruz,Santos,3,2
26,2016,Vitoria,Botafogo-RJ,Botafogo-RJ,0,1
26,2016,America-MG,Internacional,America-MG,1,0
27,2016,Palmeiras,Coritiba,Palmeiras,2,1
27,2016,Sport,Santos,Sport,1,0
27,2016,America-MG,Botafogo-RJ,America-MG,1,0
27,2016,Athletico-PR,Ponte Preta,Athletico-PR,3,0
27,2016,Figueirense,Santa Cruz,Figueirense,3,1
27,2016,Vitoria,Sao Paulo,Vitoria,2,0
27,2016,Corinthians,Fluminense,Fluminense,0,1
27,2016,Gremio,Chapecoense,Gremio,1,0
27,2016,Flamengo,Cruzeiro,Flamengo,2,1
27,2016,Atletico-MG,Internacional,Atletico-MG,3,1
28,2016,Fluminense,Sport,Fluminense,3,1
28,2016,Sao Paulo,Flamengo,-,0,0
28,2016,Chapecoense,Vitoria,Vitoria,1,4
28,2016,Santos,Athletico-PR,Santos,2,0
28,2016,Botafogo-RJ,Corinthians,Botafogo-RJ,2,0
28,2016,Ponte Preta,Atletico-MG,Atletico-MG,1,2
28,2016,Cruzeiro,Gremio,Cruzeiro,1,0
28,2016,Internacional,Figueirense,Internacional,1,0
28,2016,Santa Cruz,Palmeiras,Palmeiras,2,3
28,2016,Coritiba,America-MG,Coritiba,3,0
29,2016,Vitoria,Gremio,Gremio,0,1
29,2016,Athletico-PR,Chapecoense,Athletico-PR,3,1
29,2016,Corinthians,Atletico-MG,-,0,0
29,2016,Santos,Fluminense,Santos,2,1
29,2016,Sport,Sao Paulo,-,1,1
29,2016,Internacional,Coritiba,Internacional,1,0
29,2016,Cruzeiro,Ponte Preta,Cruzeiro,2,0
29,2016,Flamengo,Santa Cruz,Flamengo,3,0
29,2016,America-MG,Palmeiras,Palmeiras,0,2
29,2016,Figueirense,Botafogo-RJ,Botafogo-RJ,0,1
30,2016,Chapecoense,Sport,Chapecoense,3,0
30,2016,Coritiba,Figueirense,-,0,0
30,2016,Santa Cruz,Corinthians,Corinthians,2,4
30,2016,Botafogo-RJ,Internacional,Botafogo-RJ,1,0
30,2016,Ponte Preta,Vitoria,Ponte Preta,2,0
30,2016,Atletico-MG,America-MG,Atletico-MG,3,0
30,2016,Palmeiras,Cruzeiro,-,0,0
30,2016,Gremio,Athletico-PR,Gremio,1,0
30,2016,Fluminense,Flamengo,Flamengo,1,2
30,2016,Sao Paulo,Santos,Santos,0,1
31,2016,Botafogo-RJ,Atletico-MG,Botafogo-RJ,3,2
31,2016,Cruzeiro,Chapecoense,-,0,0
31,2016,Athletico-PR,Coritiba,Athletico-PR,2,0
31,2016,Internacional,Flamengo,Internacional,2,1
31,2016,Figueirense,Palmeiras,Palmeiras,1,2
31,2016,Corinthians,America-MG,Corinthians,2,0
31,2016,Ponte Preta,Santa Cruz,Ponte Preta,3,0
31,2016,Sport,Vitoria,Sport,1,0
31,2016,Santos,Gremio,-,1,1
31,2016,Fluminense,Sao Paulo,Sao Paulo,1,2
32,2016,Santa Cruz,Botafogo-RJ,Botafogo-RJ,0,1
32,2016,Sao Paulo,Ponte Preta,Sao Paulo,2,0
32,2016,Flamengo,Corinthians,-,2,2
32,2016,Vitoria,Cruzeiro,Cruzeiro,0,1
32,2016,Palmeiras,Sport,Palmeiras,2,1
32,2016,Gremio,Internacional,-,0,0
32,2016,Coritiba,Fluminense,-,1,1
32,2016,Atletico-MG,Figueirense,Atletico-MG,3,0
32,2016,Chapecoense,Santos,Santos,0,1
32,2016,America-MG,Athletico-PR,America-MG,1,0
33,2016,Sport,Ponte Preta,Sport,1,0
33,2016,Fluminense,Vitoria,-,2,2
33,2016,Atletico-MG,Flamengo,-,2,2
33,2016,Corinthians,Chapecoense,-,1,1
33,2016,Athletico-PR,Cruzeiro,Athletico-PR,1,0
33,2016,Botafogo-RJ,Coritiba,-,0,0
33,2016,Internacional,Santa Cruz,-,1,1
33,2016,Figueirense,Gremio,-,0,0
33,2016,Santos,Palmeiras,Santos,1,0
33,2016,America-MG,Sao Paulo,America-MG,1,0
34,2016,Flamengo,Botafogo-RJ,-,0,0
34,2016,Sao Paulo,Corinthians,Sao Paulo,4,0
34,2016,Ponte Preta,Santos,Santos,1,2
34,2016,Santa Cruz,America-MG,Santa Cruz,1,0
34,2016,Palmeiras,Internacional,Palmeiras,1,0
34,2016,Vitoria,Athletico-PR,Vitoria,3,2
34,2016,Cruzeiro,Fluminense,Cruzeiro,4,2
34,2016,Coritiba,Atletico-MG,Coritiba,2,0
34,2016,Chapecoense,Figueirense,Chapecoense,1,0
34,2016,Gremio,Sport,Sport,0,3
35,2016,Fluminense,Athletico-PR,-,1,1
35,2016,Botafogo-RJ,Chapecoense,Chapecoense,0,2
35,2016,Coritiba,Santa Cruz,Coritiba,1,0
35,2016,Sport,Cruzeiro,Cruzeiro,0,1
35,2016,America-MG,Flamengo,Flamengo,0,1
35,2016,Figueirense,Corinthians,-,1,1
35,2016,Santos,Vitoria,Santos,3,2
35,2016,Sao Paulo,Gremio,-,1,1
35,2016,Internacional,Ponte Preta,-,1,1
35,2016,Atletico-MG,Palmeiras,-,1,1
36,2016,Vitoria,Figueirense,Vitoria,4,0
36,2016,Cruzeiro,Santos,-,2,2
36,2016,Palmeiras,Botafogo-RJ,Palmeiras,1,0
36,2016,Gremio,America-MG,Gremio,3,0
36,2016,Ponte Preta,Fluminense,Ponte Preta,1,0
36,2016,Athletico-PR,Sport,Athletico-PR,2,0
36,2016,Flamengo,Coritiba,-,2,2
36,2016,Chapecoense,Sao Paulo,Chapecoense,2,0
36,2016,Santa Cruz,Atletico-MG,-,3,3
36,2016,Corinthians,Internacional,Corinthians,1,0
37,2016,Botafogo-RJ,Ponte Preta,-,1,1
37,2016,America-MG,Sport,-,2,2
37,2016,Corinthians,Athletico-PR,-,0,0
37,2016,Internacional,Cruzeiro,Internacional,1,0
37,2016,Atletico-MG,Sao Paulo,Sao Paulo,1,2
37,2016,Flamengo,Santos,Flamengo,2,0
37,2016,Palmeiras,Chapecoense,Palmeiras,1,0
37,2016,Santa Cruz,Gremio,Santa Cruz,5,1
37,2016,Figueirense,Fluminense,Figueirense,1,0
37,2016,Coritiba,Vitoria,Vitoria,0,1
38,2016,Cruzeiro,Corinthians,Cruzeiro,3,2
38,2016,Fluminense,Internacional,-,1,1
38,2016,Gremio,Botafogo-RJ,Botafogo-RJ,0,1
38,2016,Sao Paulo,Santa Cruz,Sao Paulo,5,0
38,2016,Athletico-PR,Flamengo,-,0,0
38,2016,Vitoria,Palmeiras,Palmeiras,1,2
38,2016,Ponte Preta,Coritiba,Ponte Preta,2,0
38,2016,Santos,America-MG,Santos,1,0
38,2016,Sport,Figueirense,Sport,2,0
1,2017,Flamengo,Atletico-MG,-,1,1
1,2017,Corinthians,Chapecoense,-,1,1
1,2017,Fluminense,Santos,Fluminense,3,2
1,2017,Cruzeiro,Sao Paulo,Cruzeiro,1,0
1,2017,Ponte Preta,Sport,Ponte Preta,4,0
1,2017,Avai,Vitoria,-,0,0
1,2017,Bahia,Athletico-PR,Bahia,6,2
1,2017,Palmeiras,Vasco,Palmeiras,4,0
1,2017,Gremio,Botafogo-RJ,Gremio,2,0
1,2017,Coritiba,Atletico-GO,Coritiba,4,1
2,2017,Santos,Coritiba,Santos,1,0
2,2017,Atletico-GO,Flamengo,Flamengo,0,3
2,2017,Chapecoense,Palmeiras,Chapecoense,1,0
2,2017,Vasco,Bahia,Vasco,2,1
2,2017,Vitoria,Corinthians,Corinthians,0,1
2,2017,Athletico-PR,Gremio,Gremio,0,2
2,2017,Atletico-MG,Fluminense,Fluminense,1,2
2,2017,Botafogo-RJ,Ponte Preta,Botafogo-RJ,2,0
2,2017,Sport,Cruzeiro,-,1,1
2,2017,Sao Paulo,Avai,Sao Paulo,2,0
3,2017,Vasco,Fluminense,Vasco,3,2
3,2017,Sao Paulo,Palmeiras,Sao Paulo,2,0
3,2017,Vitoria,Coritiba,Coritiba,0,1
3,2017,Atletico-MG,Ponte Preta,-,2,2
3,2017,Athletico-PR,Flamengo,-,1,1
3,2017,Atletico-GO,Corinthians,Corinthians,0,1
3,2017,Santos,Cruzeiro,Cruzeiro,0,1
3,2017,Sport,Gremio,Sport,4,3
3,2017,Botafogo-RJ,Bahia,Botafogo-RJ,1,0
3,2017,Chapecoense,Avai,Chapecoense,2,0
4,2017,Coritiba,Athletico-PR,Coritiba,1,0
4,2017,Fluminense,Vitoria,Fluminense,2,1
4,2017,Corinthians,Santos,Corinthians,2,0
4,2017,Avai,Sport,Avai,1,0
4,2017,Flamengo,Botafogo-RJ,-,0,0
4,2017,Gremio,Vasco,Gremio,2,0
4,2017,Palmeiras,Atletico-MG,-,0,0
4,2017,Ponte Preta,Sao Paulo,Ponte Preta,1,0
4,2017,Cruzeiro,Chapecoense,Chapecoense,0,2
4,2017,Bahia,Atletico-GO,Bahia,3,0
5,2017,Fluminense,Athletico-PR,-,1,1
5,2017,Atletico-MG,Avai,Atletico-MG,1,0
5,2017,Coritiba,Palmeiras,Coritiba,1,0
5,2017,Santos,Botafogo-RJ,Santos,1,0
5,2017,Vasco,Corinthians,Corinthians,2,5
5,2017,Sport,Flamengo,Sport,2,0
5,2017,Atletico-GO,Ponte Preta,Atletico-GO,3,0
5,2017,Sao Paulo,Vitoria,Sao Paulo,2,0
5,2017,Chapecoense,Gremio,Gremio,3,6
5,2017,Bahia,Cruzeiro,Bahia,1,0
6,2017,Palmeiras,Fluminense,Palmeiras,3,1
6,2017,Vasco,Sport,Vasco,2,1
6,2017,Botafogo-RJ,Coritiba,-,2,2
6,2017,Ponte Preta,Chapecoense,Ponte Preta,3,2
6,2017,Corinthians,Sao Paulo,Corinthians,3,2
6,2017,Vitoria,Atletico-MG,Vitoria,2,0
6,2017,Avai,Flamengo,-,1,1
6,2017,Cruzeiro,Atletico-GO,Cruzeiro,2,0
6,2017,Athletico-PR,Santos,Santos,0,2
6,2017,Gremio,Bahia,Gremio,1,0
7,2017,Atletico-GO,Avai,Atletico-GO,3,1
7,2017,Atletico-MG,Athletico-PR,Athletico-PR,0,1
7,2017,Vitoria,Botafogo-RJ,-,2,2
7,2017,Sport,Sao Paulo,-,0,0
7,2017,Flamengo,Ponte Preta,Flamengo,2,0
7,2017,Chapecoense,Vasco,Chapecoense,2,1
7,2017,Santos,Palmeiras,Santos,1,0
7,2017,Corinthians,Cruzeiro,Corinthians,1,0
7,2017,Coritiba,Bahia,-,0,0
7,2017,Fluminense,Gremio,Gremio,0,2
8,2017,Atletico-GO,Athletico-PR,Athletico-PR,0,1
8,2017,Vasco,Avai,Vasco,1,0
8,2017,Santos,Ponte Preta,-,0,0
8,2017,Coritiba,Corinthians,-,0,0
8,2017,Chapecoense,Botafogo-RJ,Botafogo-RJ,0,2
8,2017,Sao Paulo,Atletico-MG,Atletico-MG,1,2
8,2017,Bahia,Palmeiras,Palmeiras,2,4
8,2017,Fluminense,Flamengo,-,2,2
8,2017,Sport,Vitoria,Vitoria,1,3
8,2017,Cruzeiro,Gremio,-,3,3
9,2017,Vitoria,Santos,Santos,0,2
9,2017,Botafogo-RJ,Vasco,Botafogo-RJ,3,1
9,2017,Palmeiras,Atletico-GO,Palmeiras,1,0
9,2017,Athletico-PR,Sao Paulo,Athletico-PR,1,0
9,2017,Atletico-MG,Sport,-,2,2
9,2017,Avai,Fluminense,Fluminense,0,3
9,2017,Ponte Preta,Cruzeiro,Ponte Preta,1,0
9,2017,Corinthians,Bahia,Corinthians,3,0
9,2017,Gremio,Coritiba,Gremio,2,0
9,2017,Flamengo,Chapecoense,Flamengo,5,1
10,2017,Santos,Sport,Sport,0,1
10,2017,Vasco,Atletico-GO,Vasco,1,0
10,2017,Cruzeiro,Coritiba,Cruzeiro,2,0
10,2017,Gremio,Corinthians,Corinthians,0,1
10,2017,Sao Paulo,Fluminense,-,1,1
10,2017,Athletico-PR,Vitoria,Athletico-PR,4,1
10,2017,Ponte Preta,Palmeiras,Palmeiras,1,2
10,2017,Bahia,Flamengo,Flamengo,0,1
10,2017,Chapecoense,Atletico-MG,Atletico-MG,0,1
10,2017,Botafogo-RJ,Avai,Avai,0,2
11,2017,Palmeiras,Gremio,Palmeiras,1,0
11,2017,Atletico-GO,Santos,-,1,1
11,2017,Atletico-MG,Cruzeiro,Atletico-MG,3,1
11,2017,Sport,Athletico-PR,Sport,1,0
11,2017,Corinthians,Botafogo-RJ,Corinthians,1,0
11,2017,Vitoria,Bahia,-,0,0
11,2017,Flamengo,Sao Paulo,Flamengo,2,0
11,2017,Coritiba,Vasco,-,2,2
11,2017,Avai,Ponte Preta,-,0,0
11,2017,Fluminense,Chapecoense,-,3,3
12,2017,Atletico-GO,Vitoria,Vitoria,1,2
12,2017,Vasco,Flamengo,Flamengo,0,1
12,2017,Corinthians,Ponte Preta,Corinthians,2,0
12,2017,Chapecoense,Athletico-PR,-,1,1
12,2017,Bahia,Fluminense,-,1,1
12,2017,Gremio,Avai,Avai,0,2
12,2017,Cruzeiro,Palmeiras,Cruzeiro,3,1
12,2017,Santos,Sao Paulo,Santos,3,2
12,2017,Botafogo-RJ,Atletico-MG,-,1,1
12,2017,Coritiba,Sport,Sport,0,3
13,2017,Ponte Preta,Bahia,Bahia,0,3
13,2017,Atletico-MG,Santos,Santos,0,1
13,2017,Fluminense,Botafogo-RJ,Botafogo-RJ,0,1
13,2017,Palmeiras,Corinthians,Corinthians,0,2
13,2017,Athletico-PR,Cruzeiro,Cruzeiro,0,2
13,2017,Vitoria,Vasco,Vasco,1,4
13,2017,Sao Paulo,Atletico-GO,-,2,2
13,2017,Sport,Chapecoense,Sport,3,0
13,2017,Flamengo,Gremio,Gremio,0,1
13,2017,Avai,Coritiba,Coritiba,1,4
14,2017,Corinthians,Athletico-PR,-,2,2
14,2017,Palmeiras,Vitoria,Palmeiras,4,2
14,2017,Vasco,Santos,-,0,0
14,2017,Atletico-GO,Atletico-MG,Atletico-MG,1,2
14,2017,Chapecoense,Sao Paulo,Chapecoense,2,0
14,2017,Cruzeiro,Flamengo,-,1,1
14,2017,Gremio,Ponte Preta,Gremio,3,1
14,2017,Bahia,Avai,-,1,1
14,2017,Coritiba,Fluminense,Fluminense,1,2
14,2017,Botafogo-RJ,Sport,Botafogo-RJ,2,1
15,2017,Santos,Chapecoense,Santos,1,0
15,2017,Vitoria,Gremio,Gremio,1,3
15,2017,Ponte Preta,Coritiba,Ponte Preta,4,0
15,2017,Avai,Corinthians,-,0,0
15,2017,Atletico-MG,Bahia,Bahia,0,2
15,2017,Sao Paulo,Vasco,Sao Paulo,1,0
15,2017,Flamengo,Palmeiras,-,2,2
15,2017,Fluminense,Cruzeiro,-,1,1
15,2017,Sport,Atletico-GO,Sport,4,0
15,2017,Athletico-PR,Botafogo-RJ,-,0,0
16,2017,Vitoria,Chapecoense,Chapecoense,1,2
16,2017,Flamengo,Coritiba,Flamengo,2,1
16,2017,Santos,Bahia,Santos,3,0
16,2017,Avai,Cruzeiro,Avai,1,0
16,2017,Fluminense,Corinthians,Corinthians,0,1
16,2017,Sport,Palmeiras,Palmeiras,0,2
16,2017,Atletico-GO,Botafogo-RJ,-,1,1
16,2017,Athletico-PR,Ponte Preta,Ponte Preta,0,2
16,2017,Atletico-MG,Vasco,Vasco,1,2
16,2017,Sao Paulo,Gremio,-,1,1
17,2017,Botafogo-RJ,Sao Paulo,Sao Paulo,3,4
17,2017,Palmeiras,Avai,Palmeiras,2,0
17,2017,Chapecoense,Atletico-GO,Atletico-GO,1,2
17,2017,Coritiba,Atletico-MG,Atletico-MG,0,2
17,2017,Bahia,Sport,Sport,1,3
17,2017,Corinthians,Flamengo,-,1,1
17,2017,Gremio,Santos,-,1,1
17,2017,Cruzeiro,Vitoria,-,0,0
17,2017,Vasco,Athletico-PR,Athletico-PR,0,1
18,2017,Chapecoense,Bahia,-,1,1
18,2017,Sport,Fluminense,-,2,2
18,2017,Atletico-MG,Corinthians,Corinthians,0,2
18,2017,Vitoria,Ponte Preta,Vitoria,3,1
18,2017,Atletico-GO,Gremio,Gremio,0,1
18,2017,Botafogo-RJ,Palmeiras,Palmeiras,1,2
18,2017,Santos,Flamengo,Santos,3,2
18,2017,Athletico-PR,Avai,Athletico-PR,5,0
18,2017,Sao Paulo,Coritiba,Coritiba,1,2
18,2017,Vasco,Cruzeiro,Cruzeiro,0,3
19,2017,Corinthians,Sport,Corinthians,3,1
19,2017,Fluminense,Atletico-GO,Fluminense,3,1
19,2017,Flamengo,Vitoria,Vitoria,0,2
19,2017,Cruzeiro,Botafogo-RJ,-,0,0
19,2017,Gremio,Atletico-MG,Gremio,2,0
19,2017,Bahia,Sao Paulo,Bahia,2,1
19,2017,Palmeiras,Athletico-PR,Athletico-PR,0,1
19,2017,Coritiba,Chapecoense,Coritiba,2,0
19,2017,Avai,Santos,-,0,0
19,2017,Ponte Preta,Vasco,-,0,0
17,2017,Ponte Preta,Fluminense,-,0,0
20,2017,Atletico-GO,Coritiba,Atletico-GO,1,0
20,2017,Vitoria,Avai,Avai,0,1
20,2017,Sao Paulo,Cruzeiro,Sao Paulo,3,2
20,2017,Sport,Ponte Preta,-,0,0
20,2017,Atletico-MG,Flamengo,Atletico-MG,2,0
20,2017,Vasco,Palmeiras,-,1,1
20,2017,Botafogo-RJ,Gremio,Botafogo-RJ,1,0
20,2017,Athletico-PR,Bahia,Athletico-PR,4,1
20,2017,Santos,Fluminense,-,0,0
21,2017,Corinthians,Vitoria,Vitoria,0,1
21,2017,Flamengo,Atletico-GO,Flamengo,2,0
21,2017,Gremio,Athletico-PR,-,0,0
21,2017,Cruzeiro,Sport,Cruzeiro,2,0
21,2017,Ponte Preta,Botafogo-RJ,Ponte Preta,2,1
21,2017,Avai,Sao Paulo,-,1,1
21,2017,Bahia,Vasco,Bahia,3,0
21,2017,Palmeiras,Chapecoense,Chapecoense,0,2
21,2017,Coritiba,Santos,-,0,0
21,2017,Fluminense,Atletico-MG,Fluminense,2,1
20,2017,Chapecoense,Corinthians,Corinthians,0,1
22,2017,Fluminense,Vasco,Vasco,0,1
22,2017,Corinthians,Atletico-GO,Atletico-GO,0,1
22,2017,Palmeiras,Sao Paulo,Palmeiras,4,2
22,2017,Flamengo,Athletico-PR,Flamengo,2,0
22,2017,Ponte Preta,Atletico-MG,Atletico-MG,1,2
22,2017,Bahia,Botafogo-RJ,Botafogo-RJ,1,2
22,2017,Cruzeiro,Santos,-,1,1
22,2017,Avai,Chapecoense,Avai,1,0
22,2017,Coritiba,Vitoria,Vitoria,0,1
22,2017,Gremio,Sport,Gremio,5,0
23,2017,Atletico-MG,Palmeiras,-,1,1
23,2017,Vasco,Gremio,Vasco,1,0
23,2017,Sao Paulo,Ponte Preta,-,2,2
23,2017,Sport,Avai,Avai,0,1
23,2017,Athletico-PR,Coritiba,-,1,1
23,2017,Vitoria,Fluminense,-,2,2
23,2017,Santos,Corinthians,Santos,2,0
23,2017,Botafogo-RJ,Flamengo,Botafogo-RJ,2,0
23,2017,Chapecoense,Cruzeiro,Cruzeiro,1,2
23,2017,Atletico-GO,Bahia,-,1,1
24,2017,Botafogo-RJ,Santos,Botafogo-RJ,2,0
24,2017,Ponte Preta,Atletico-GO,Atletico-GO,1,3
24,2017,Avai,Atletico-MG,-,1,1
24,2017,Gremio,Chapecoense,Chapecoense,0,1
24,2017,Vitoria,Sao Paulo,Sao Paulo,1,2
24,2017,Flamengo,Sport,Flamengo,2,0
24,2017,Corinthians,Vasco,Corinthians,1,0
24,2017,Athletico-PR,Fluminense,Athletico-PR,3,1
24,2017,Cruzeiro,Bahia,Cruzeiro,1,0
